order_id,order_time,distance_km,order_items,weather,traffic,rider_queue,prep_time_min,delivery_time_min
1311,2025-03-26 21:44:00,1.26,3,Fog,4,3,23,40.4
1312,2025-02-06 18:43:00,9.0,9,Clear,3,4,23,59.0
1313,2025-02-27 01:49:00,5.7,3,Cloudy,5,3,16,52.4
1314,2025-03-25 07:11:00,8.26,3,Cloudy,4,4,9,45.9
1315,2025-03-29 22:52:00,4.8,5,Clear,4,3,9,37.2
1316,2025-03-01 09:23:00,6.61,7,Clear,0,1,18,40.3
1317,2025-03-18 08:29:00,5.5,8,Clear,0,0,21,29.2
1318,2025-03-21 14:44:00,7.45,7,Storm,4,1,20,60.7
1319,2025-02-27 20:00:00,1.28,9,Rain,4,3,8,30.9
1320,2025-01-22 20:38:00,1.07,5,Rain,1,2,29,40.4
1321,2025-02-17 12:18:00,2.85,3,Storm,1,0,12,27.0
1322,2025-01-14 08:30:00,2.02,6,Clear,3,2,7,18.1
1323,2025-01-01 10:26:00,8.78,5,Fog,4,1,25,69.8
1324,2025-01-02 02:34:00,2.58,4,Storm,2,0,9,22.0
1325,2025-03-04 20:00:00,9.77,2,Rain,5,3,27,73.2
1326,2025-02-23 20:37:00,3.7,7,Fog,1,2,28,47.4
1327,2025-03-20 01:49:00,2.23,5,Storm,0,3,29,46.9
1328,2025-02-03 16:14:00,8.0,4,Clear,4,4,11,53.1
1329,2025-01-09 12:40:00,6.76,8,Clear,2,0,22,50.6
1330,2025-01-25 14:07:00,5.23,9,Clear,5,2,28,54.0
1331,2025-02-19 00:47:00,5.78,9,Clear,2,1,12,35.5
1332,2025-01-22 05:06:00,7.33,3,Cloudy,2,1,15,42.2
1333,2025-02-05 23:56:00,2.67,3,Clear,0,1,18,25.1
1334,2025-03-25 13:22:00,9.97,5,Rain,1,1,22,67.7
1335,2025-01-12 18:40:00,9.76,5,Rain,2,2,17,62.4
1336,2025-01-02 11:24:00,6.68,2,Clear,5,4,10,46.1
1337,2025-03-11 02:46:00,2.4,1,Cloudy,1,1,17,32.4
1338,2025-01-25 16:35:00,6.96,8,Fog,3,1,5,41.0
1339,2025-03-21 02:18:00,1.19,3,Rain,0,1,15,25.8
1340,2025-01-13 00:06:00,0.79,1,Clear,1,4,11,23.8
1341,2025-01-22 16:15:00,2.95,1,Clear,1,0,14,28.9
1342,2025-03-25 07:38:00,4.89,2,Clear,2,1,6,22.8
1343,2025-01-25 09:25:00,8.75,6,Clear,5,1,20,60.8
1344,2025-03-29 17:52:00,7.41,6,Rain,2,1,9,40.6
1345,2025-01-31 04:29:00,7.56,3,Cloudy,5,0,20,54.8
1346,2025-02-21 08:42:00,4.54,4,Rain,0,1,27,47.6
1347,2025-02-27 18:40:00,3.79,2,Fog,1,0,20,38.9
1348,2025-01-09 16:53:00,4.02,2,Rain,4,0,19,42.0
1349,2025-03-08 14:55:00,9.88,7,Clear,5,3,13,54.5
1350,2025-02-22 01:58:00,0.88,1,Fog,5,3,5,25.3
1351,2025-01-07 23:56:00,8.74,7,Clear,2,1,13,48.4
1352,2025-02-17 10:31:00,6.0,1,Fog,2,2,15,38.1
1353,2025-01-28 00:54:00,4.67,6,Clear,3,3,9,29.8
1354,2025-03-04 05:45:00,7.39,3,Clear,5,3,10,43.5
1355,2025-02-16 14:13:00,5.12,8,Fog,0,2,12,33.1
1356,2025-03-17 15:47:00,8.8,6,Rain,1,4,19,64.4
1357,2025-02-13 14:48:00,9.06,2,Fog,1,1,20,59.5
1358,2025-03-13 22:18:00,4.51,8,Cloudy,1,4,22,46.8
1359,2025-01-19 02:08:00,3.13,5,Clear,5,4,16,39.0
1360,2025-03-04 03:50:00,6.13,8,Rain,2,0,27,57.4
1361,2025-03-07 09:27:00,9.17,8,Clear,0,0,8,30.7
1362,2025-01-05 06:02:00,2.5,6,Rain,1,1,29,51.4
1363,2025-02-24 23:11:00,6.42,2,Storm,5,2,26,59.7
1364,2025-02-18 12:10:00,6.5,8,Clear,4,0,20,44.7
1365,2025-02-04 12:01:00,7.46,6,Rain,3,3,27,63.6
1366,2025-03-26 17:28:00,1.75,6,Storm,3,1,15,28.5
1367,2025-02-17 02:24:00,7.3,8,Clear,1,4,26,63.2
1368,2025-01-13 18:13:00,9.14,1,Fog,2,1,28,67.8
1369,2025-03-27 08:08:00,2.21,2,Rain,3,0,26,45.8
1370,2025-03-29 05:51:00,2.76,9,Cloudy,3,2,11,24.1
1371,2025-03-14 14:30:00,9.73,8,Clear,3,4,28,70.2
1372,2025-01-30 15:22:00,2.22,7,Clear,3,2,19,35.7
1373,2025-02-20 04:08:00,8.62,7,Rain,1,1,21,56.2
1374,2025-02-13 06:42:00,5.18,5,Clear,5,2,19,42.6
1375,2025-01-03 07:56:00,2.85,2,Cloudy,0,2,14,29.8
1376,2025-02-08 19:15:00,8.77,6,Clear,0,1,8,36.7
1377,2025-01-25 17:01:00,4.73,3,Storm,2,4,26,53.3
1378,2025-01-14 06:59:00,5.39,4,Rain,5,2,21,48.1
1379,2025-01-01 21:46:00,3.91,2,Clear,4,2,8,31.5
1380,2025-01-03 04:56:00,6.13,2,Clear,0,1,26,53.7
1381,2025-01-15 02:44:00,2.05,8,Rain,4,3,27,47.1
1382,2025-03-03 02:45:00,4.22,8,Rain,0,2,26,48.2
1383,2025-01-02 00:12:00,9.71,6,Clear,0,0,15,47.5
1384,2025-02-12 04:43:00,2.95,5,Cloudy,2,4,8,24.0
1385,2025-01-26 10:41:00,6.74,8,Clear,3,2,16,43.3
1386,2025-01-23 19:55:00,3.59,4,Clear,2,1,27,40.2
1387,2025-03-12 23:49:00,7.85,4,Rain,0,0,14,45.5
1388,2025-03-07 03:56:00,1.74,5,Clear,5,1,18,36.7
1389,2025-01-18 06:41:00,9.71,1,Cloudy,3,2,22,60.1
1390,2025-02-18 23:05:00,4.81,1,Clear,5,0,10,29.4
1391,2025-02-13 15:46:00,2.74,2,Clear,5,4,9,31.4
1392,2025-03-27 06:18:00,1.2,8,Clear,5,4,6,23.2
1393,2025-03-09 14:47:00,2.11,7,Rain,3,4,29,49.9
1394,2025-03-26 00:55:00,5.44,9,Rain,5,3,17,51.5
1395,2025-01-06 22:06:00,3.7,5,Rain,3,1,27,51.3
1396,2025-02-19 23:24:00,8.37,2,Clear,4,2,18,54.6
1397,2025-03-12 18:35:00,4.59,7,Clear,0,0,7,20.7
1398,2025-01-31 07:55:00,2.86,8,Fog,1,1,27,44.3
1399,2025-01-23 05:06:00,6.36,7,Clear,5,2,15,45.3
1400,2025-01-19 15:41:00,7.21,7,Fog,2,3,26,57.7
1401,2025-02-26 21:23:00,2.09,5,Clear,4,2,27,43.8
1402,2025-02-12 19:07:00,2.09,2,Fog,2,1,8,22.5
1403,2025-03-01 09:00:00,0.85,6,Clear,1,2,17,21.0
1404,2025-03-11 14:02:00,7.5,4,Rain,3,0,12,45.1
1405,2025-03-23 10:14:00,6.81,2,Clear,1,3,12,38.1
1406,2025-02-13 13:58:00,5.01,9,Clear,2,0,27,45.7
1407,2025-01-13 05:17:00,8.52,7,Clear,1,3,17,52.6
1408,2025-02-11 04:51:00,8.15,6,Clear,0,3,27,54.6
1409,2025-02-19 19:53:00,6.06,5,Clear,1,2,14,38.0
1410,2025-03-27 13:41:00,8.75,3,Rain,5,0,17,50.3
1411,2025-03-16 21:18:00,2.46,4,Rain,0,3,17,40.0
1412,2025-03-05 03:44:00,1.56,3,Storm,5,3,28,47.1
1413,2025-03-21 11:14:00,3.06,8,Rain,1,2,21,39.1
1414,2025-01-02 04:28:00,1.04,3,Rain,0,1,10,24.1
1415,2025-03-06 05:58:00,5.55,7,Clear,0,1,6,23.9
1416,2025-01-16 07:39:00,9.4,7,Clear,1,4,21,55.1
1417,2025-02-01 14:18:00,0.87,7,Clear,4,4,16,34.7
1418,2025-02-02 18:16:00,1.66,7,Fog,3,3,27,49.6
1419,2025-02-08 03:59:00,4.8,2,Clear,3,1,10,29.0
1420,2025-02-05 08:04:00,9.37,3,Clear,3,3,9,46.0
1421,2025-01-13 00:58:00,3.5,9,Rain,0,0,9,23.2
1422,2025-02-15 23:25:00,5.32,3,Clear,3,1,29,50.8
1423,2025-02-19 13:08:00,0.89,2,Fog,0,1,13,17.0
1424,2025-02-24 09:13:00,1.91,9,Fog,4,1,26,44.2
1425,2025-01-13 12:36:00,9.87,9,Clear,1,4,7,51.5
1426,2025-03-03 17:59:00,9.67,4,Clear,1,2,27,58.8
1427,2025-03-03 16:08:00,0.55,9,Clear,0,2,24,27.9
1428,2025-02-02 15:45:00,9.54,3,Rain,0,4,9,47.1
1429,2025-02-23 12:12:00,6.57,7,Clear,4,4,11,46.5
1430,2025-02-24 14:33:00,8.75,7,Storm,3,4,16,63.4
1431,2025-03-17 07:06:00,4.82,8,Rain,4,2,11,44.0
1432,2025-03-01 11:22:00,5.4,4,Clear,1,3,14,34.0
1433,2025-03-29 02:43:00,5.14,3,Clear,1,4,12,38.4
1434,2025-01-05 10:48:00,6.84,3,Storm,5,3,21,64.3
1435,2025-01-27 11:23:00,1.83,5,Clear,3,3,9,26.5
1436,2025-03-13 06:31:00,0.78,1,Fog,1,0,19,29.3
1437,2025-02-09 12:09:00,3.43,3,Clear,5,2,13,33.4
1438,2025-01-10 22:33:00,7.19,6,Rain,0,3,27,60.2
1439,2025-01-20 23:59:00,2.42,3,Fog,1,2,15,36.5
1440,2025-02-25 16:52:00,6.9,5,Fog,2,2,17,50.7
1441,2025-03-29 02:27:00,9.71,9,Clear,3,0,22,51.9
1442,2025-01-23 11:28:00,1.39,2,Clear,5,2,21,35.3
1443,2025-02-03 05:09:00,6.89,2,Storm,3,3,28,67.8
1444,2025-03-01 17:36:00,4.72,6,Clear,3,1,13,34.6
1445,2025-02-11 23:23:00,8.75,6,Clear,2,3,14,49.6
1446,2025-01-02 01:16:00,2.18,8,Cloudy,4,3,9,25.9
1447,2025-02-08 09:19:00,7.08,2,Clear,0,2,15,43.8
1448,2025-01-18 03:35:00,8.46,9,Clear,3,3,26,66.9
1449,2025-02-26 07:38:00,9.47,2,Clear,1,1,19,54.7
1450,2025-03-06 02:45:00,6.99,1,Rain,0,2,6,40.3
1451,2025-01-31 23:54:00,5.22,2,Rain,1,4,25,54.1
1452,2025-03-20 04:11:00,6.37,7,Clear,0,3,24,47.6
1453,2025-03-25 09:13:00,8.75,8,Clear,0,3,28,59.8
1454,2025-01-08 05:31:00,5.92,5,Clear,5,0,28,53.4
1455,2025-03-31 07:54:00,0.79,6,Rain,1,4,18,39.2
1456,2025-02-27 22:29:00,9.34,1,Clear,1,4,9,50.0
1457,2025-03-05 20:27:00,7.05,6,Cloudy,0,1,28,52.8
1458,2025-02-15 10:31:00,6.93,8,Clear,3,4,10,39.0
1459,2025-01-31 21:47:00,2.55,3,Cloudy,1,0,26,30.1
1460,2025-03-11 09:21:00,6.76,1,Clear,2,1,19,45.0
1461,2025-03-31 19:49:00,4.24,4,Storm,2,4,8,39.4
1462,2025-01-27 18:39:00,6.69,1,Clear,0,1,14,35.8
1463,2025-02-11 00:13:00,1.51,8,Clear,4,4,23,47.3
1464,2025-03-06 09:38:00,6.75,5,Fog,0,4,13,43.0
1465,2025-02-12 20:25:00,9.99,1,Fog,0,4,25,64.3
1466,2025-01-25 11:12:00,0.96,8,Clear,3,3,14,25.4
1467,2025-01-02 07:59:00,9.78,9,Storm,3,4,8,52.7
1468,2025-01-09 19:41:00,4.37,2,Rain,5,3,26,59.2
1469,2025-01-11 07:19:00,8.77,9,Fog,4,2,8,48.0
1470,2025-03-26 04:07:00,7.93,8,Clear,4,0,10,35.1
1471,2025-01-10 07:42:00,5.89,7,Rain,4,1,12,45.3
1472,2025-03-12 01:41:00,7.52,3,Clear,4,1,20,45.3
1473,2025-01-22 06:41:00,8.85,2,Clear,4,2,12,45.3
1474,2025-03-05 18:01:00,4.34,7,Fog,0,4,20,41.2
1475,2025-01-12 03:14:00,3.61,5,Clear,0,0,10,21.5
1476,2025-02-01 12:37:00,6.84,6,Clear,5,2,21,53.6
1477,2025-03-15 23:13:00,8.17,4,Rain,2,2,5,47.3
1478,2025-02-25 01:26:00,7.74,2,Rain,2,1,23,59.0
1479,2025-01-01 15:27:00,8.08,9,Clear,5,3,22,64.1
1480,2025-01-01 15:00:00,4.64,3,Clear,5,3,21,49.3
1481,2025-01-04 23:13:00,8.27,7,Cloudy,1,4,21,52.4
1482,2025-01-02 14:41:00,1.64,8,Clear,0,4,16,29.3
1483,2025-03-17 16:35:00,5.67,2,Rain,4,2,16,49.8
1484,2025-03-29 04:59:00,0.55,6,Storm,1,4,10,28.3
1485,2025-02-15 03:03:00,3.58,8,Clear,3,3,11,30.8
1486,2025-01-08 05:31:00,3.98,7,Cloudy,0,0,12,25.4
1487,2025-03-17 05:57:00,4.26,3,Storm,5,1,7,31.5
1488,2025-01-25 15:40:00,7.11,1,Clear,2,3,21,48.2
1489,2025-02-11 16:38:00,4.19,6,Rain,0,4,25,47.2
1490,2025-02-02 19:28:00,4.76,8,Rain,5,1,12,40.9
1491,2025-03-31 16:19:00,2.76,6,Rain,0,1,15,26.7
1492,2025-03-15 19:52:00,4.05,5,Fog,0,2,24,43.9
1493,2025-02-27 04:57:00,2.66,8,Clear,0,4,22,40.7
1494,2025-01-28 12:23:00,1.2,2,Clear,3,2,20,29.0
1495,2025-01-25 15:41:00,6.23,1,Clear,2,1,29,51.2
1496,2025-03-05 21:12:00,6.85,1,Clear,0,2,17,41.8
1497,2025-03-09 03:23:00,6.39,4,Clear,5,4,13,48.4
1498,2025-01-04 19:48:00,4.9,6,Fog,3,3,23,51.7
1499,2025-01-08 13:00:00,4.11,9,Rain,1,0,11,32.2
1500,2025-03-13 12:13:00,8.7,1,Rain,0,3,21,59.9
1501,2025-01-05 03:51:00,5.43,1,Rain,3,1,12,43.2
1502,2025-03-08 06:37:00,5.05,5,Fog,4,3,12,43.9
1503,2025-02-25 13:55:00,0.74,5,Clear,1,2,7,13.2
1504,2025-02-23 06:47:00,3.74,5,Fog,2,4,20,45.2
1505,2025-02-07 22:31:00,4.11,6,Clear,0,3,16,35.3
1506,2025-03-25 02:33:00,4.29,8,Cloudy,0,3,19,36.7
1507,2025-02-18 11:06:00,6.01,3,Rain,3,4,25,58.8
1508,2025-02-15 18:09:00,5.57,9,Clear,2,2,8,30.4
1509,2025-03-03 12:05:00,6.28,1,Rain,4,0,27,54.8
1510,2025-01-30 18:51:00,7.77,4,Rain,1,3,11,47.4
1511,2025-03-13 12:52:00,8.22,9,Clear,5,1,15,44.9
1512,2025-03-07 05:29:00,7.32,8,Rain,2,2,28,62.9
1513,2025-01-05 04:17:00,9.58,9,Clear,0,2,9,43.8
1514,2025-01-26 04:43:00,0.67,1,Clear,3,3,17,27.8
1515,2025-02-17 13:58:00,2.36,9,Cloudy,4,4,15,41.8
1516,2025-03-24 12:02:00,0.57,3,Rain,3,3,9,26.3
1517,2025-03-08 22:56:00,6.65,9,Fog,1,3,12,39.8
1518,2025-03-25 23:10:00,9.03,1,Rain,2,4,25,67.2
1519,2025-01-27 13:54:00,2.81,1,Clear,3,1,21,36.1
1520,2025-02-13 02:55:00,9.31,9,Rain,5,4,15,64.8
1521,2025-01-29 14:14:00,1.07,6,Rain,5,3,23,43.9
1522,2025-03-04 01:59:00,9.38,4,Cloudy,3,0,22,51.6
1523,2025-02-08 23:33:00,3.84,7,Clear,0,4,14,30.2
1524,2025-03-28 09:57:00,1.46,5,Fog,3,1,9,22.9
1525,2025-01-14 11:13:00,5.12,7,Cloudy,4,4,28,55.7
1526,2025-02-10 01:42:00,2.94,8,Rain,2,4,29,50.4
1527,2025-03-19 04:13:00,3.21,8,Cloudy,1,2,29,41.9
1528,2025-01-27 13:27:00,3.42,1,Clear,5,2,5,28.7
1529,2025-01-23 10:21:00,8.13,8,Cloudy,3,3,21,60.8
1530,2025-03-01 05:59:00,5.62,6,Storm,4,3,21,57.1
1531,2025-02-03 21:45:00,3.46,4,Clear,5,4,5,34.8
1532,2025-02-22 00:34:00,6.3,8,Cloudy,5,0,29,58.3
1533,2025-02-14 16:13:00,7.3,3,Clear,1,3,5,36.9
1534,2025-03-22 23:10:00,3.09,4,Clear,5,4,27,50.8
1535,2025-03-04 16:54:00,4.43,6,Rain,4,4,26,58.7
1536,2025-02-04 12:55:00,1.66,7,Clear,5,4,13,32.2
1537,2025-03-17 02:07:00,2.22,4,Clear,5,4,29,50.5
1538,2025-02-10 21:54:00,6.97,4,Fog,3,4,8,46.6
1539,2025-02-01 07:09:00,2.22,7,Clear,3,2,13,30.3
1540,2025-01-04 12:40:00,5.49,6,Clear,2,1,18,40.7
1541,2025-03-30 06:07:00,7.24,8,Clear,0,1,19,42.2
1542,2025-03-10 02:03:00,1.52,1,Clear,4,4,20,38.7
1543,2025-03-21 05:06:00,5.89,7,Storm,0,3,20,50.0
1544,2025-01-14 05:11:00,2.94,7,Storm,0,0,17,32.8
1545,2025-01-09 14:46:00,9.65,7,Cloudy,5,4,18,57.9
1546,2025-01-24 00:25:00,5.09,7,Rain,1,0,26,44.5
1547,2025-02-15 01:07:00,8.16,8,Clear,1,2,25,58.3
1548,2025-03-08 05:43:00,5.73,9,Cloudy,5,1,13,39.5
1549,2025-01-20 18:12:00,0.91,9,Storm,4,2,27,43.5
1550,2025-01-14 15:45:00,6.51,2,Rain,0,3,13,42.7
1551,2025-01-09 10:20:00,9.54,7,Rain,2,3,25,66.8
1552,2025-01-08 04:54:00,6.22,7,Cloudy,0,4,8,36.3
1553,2025-01-19 00:12:00,8.28,4,Storm,1,3,14,48.0
1554,2025-02-14 11:44:00,8.9,9,Clear,0,3,7,39.8
1555,2025-02-13 19:32:00,2.67,8,Storm,3,2,25,47.2
1556,2025-03-16 18:15:00,2.51,1,Clear,3,0,13,26.2
1557,2025-02-28 20:36:00,6.3,2,Clear,2,1,23,47.6
1558,2025-02-14 04:48:00,4.4,2,Clear,4,3,20,46.7
1559,2025-03-17 12:14:00,8.48,8,Clear,0,3,20,49.7
1560,2025-03-24 22:42:00,9.05,1,Clear,3,2,21,53.8
1561,2025-01-09 09:52:00,3.86,4,Clear,4,1,22,49.0
1562,2025-02-21 03:22:00,2.75,5,Rain,3,2,14,34.8
1563,2025-03-06 12:43:00,7.91,9,Fog,4,0,25,59.2
1564,2025-03-02 01:33:00,3.11,7,Cloudy,4,2,23,44.4
1565,2025-01-27 14:24:00,8.31,8,Clear,3,1,26,62.2
1566,2025-03-27 03:56:00,4.53,9,Rain,5,1,19,45.5
1567,2025-01-25 04:03:00,6.84,7,Cloudy,1,3,19,44.0
1568,2025-01-31 09:02:00,1.41,5,Clear,4,0,15,21.5
1569,2025-03-06 15:17:00,6.43,5,Storm,5,4,12,56.6
1570,2025-03-23 22:28:00,4.79,6,Storm,0,3,26,48.3
1571,2025-01-07 15:13:00,6.07,5,Clear,5,2,20,49.6
1572,2025-02-20 06:27:00,2.1,9,Fog,3,2,14,30.9
1573,2025-03-15 08:34:00,7.5,3,Fog,5,1,13,45.7
1574,2025-02-07 03:41:00,8.7,3,Clear,1,1,19,47.7
1575,2025-01-15 05:10:00,2.56,7,Clear,3,1,26,37.4
1576,2025-01-28 09:47:00,1.41,7,Clear,2,4,9,22.2
1577,2025-01-01 19:56:00,0.72,6,Clear,0,4,24,40.2
1578,2025-01-22 19:22:00,6.6,3,Rain,2,3,6,41.1
1579,2025-03-21 22:30:00,6.27,7,Rain,5,4,26,68.1
1580,2025-01-11 09:12:00,5.69,5,Clear,4,1,20,47.5
1581,2025-03-13 11:53:00,2.7,7,Cloudy,5,3,22,43.3
1582,2025-02-28 22:30:00,4.21,2,Clear,4,3,20,43.3
1583,2025-02-14 12:31:00,6.15,6,Clear,2,0,9,31.2
1584,2025-03-29 06:56:00,5.22,8,Clear,2,4,5,32.2
1585,2025-01-29 15:57:00,9.88,1,Rain,4,2,23,65.9
1586,2025-01-24 06:15:00,1.8,4,Clear,1,2,14,25.3
1587,2025-03-14 07:36:00,7.1,1,Clear,0,0,25,44.2
1588,2025-02-03 06:41:00,4.34,1,Clear,3,1,17,36.0
1589,2025-03-16 03:47:00,4.57,8,Fog,2,0,27,47.7
1590,2025-02-27 05:00:00,7.32,7,Cloudy,0,1,28,48.2
1591,2025-02-13 14:53:00,7.08,1,Clear,3,4,27,53.7
1592,2025-02-20 11:21:00,9.92,2,Clear,5,4,27,69.4
1593,2025-03-27 22:07:00,1.72,4,Rain,3,3,15,41.1
1594,2025-01-15 09:12:00,1.49,1,Storm,2,3,19,36.5
1595,2025-01-08 08:26:00,7.38,3,Clear,1,3,6,38.0
1596,2025-03-17 07:03:00,5.99,8,Cloudy,1,3,10,29.1
1597,2025-02-01 16:55:00,3.1,8,Rain,0,2,25,40.3
1598,2025-01-24 07:15:00,1.25,8,Clear,5,3,15,28.2
1599,2025-03-02 09:26:00,1.31,6,Rain,0,3,19,33.3
1600,2025-01-12 20:56:00,8.99,6,Cloudy,4,3,13,59.2
1601,2025-03-22 08:46:00,2.32,5,Storm,1,1,16,32.8
1602,2025-01-27 14:27:00,3.57,9,Clear,0,3,8,29.8
1603,2025-02-27 21:48:00,2.65,4,Clear,4,0,27,40.2
1604,2025-03-17 11:49:00,3.87,7,Clear,5,3,28,57.2
1605,2025-01-20 12:00:00,1.16,1,Clear,3,3,18,38.2
1606,2025-01-05 17:26:00,5.43,9,Storm,0,2,26,51.0
1607,2025-01-07 00:58:00,1.14,7,Fog,4,3,7,25.8
1608,2025-02-14 08:36:00,8.1,9,Storm,1,1,25,53.8
1609,2025-02-28 00:13:00,2.72,7,Cloudy,3,4,21,40.7
1610,2025-03-13 10:49:00,5.63,2,Clear,0,3,17,40.1
1611,2025-01-25 23:13:00,8.86,6,Fog,1,3,12,57.2
1612,2025-02-05 15:22:00,6.68,4,Storm,3,3,16,47.7
1613,2025-01-21 11:16:00,5.56,3,Clear,2,2,16,39.9
1614,2025-03-08 10:15:00,3.58,2,Storm,1,4,16,35.8
1615,2025-03-30 17:00:00,3.66,6,Clear,2,2,6,22.7
1616,2025-02-17 21:55:00,6.86,8,Storm,5,2,14,52.0
1617,2025-03-23 17:33:00,9.94,6,Rain,0,2,27,67.4
1618,2025-01-09 12:05:00,6.79,9,Clear,4,1,13,43.1
1619,2025-01-09 10:14:00,5.8,5,Rain,0,4,5,36.6
1620,2025-02-05 08:01:00,7.44,2,Rain,1,1,8,40.6
1621,2025-02-07 03:33:00,4.92,8,Clear,2,1,27,46.9
1622,2025-03-06 21:14:00,1.07,9,Clear,2,4,18,29.1
1623,2025-01-12 09:37:00,5.84,4,Clear,3,1,20,38.5
1624,2025-03-18 18:40:00,9.6,6,Rain,0,4,29,69.2
1625,2025-02-14 16:04:00,2.17,8,Fog,0,3,22,39.1
1626,2025-03-02 13:14:00,7.06,9,Cloudy,1,2,6,36.4
1627,2025-02-27 06:32:00,2.41,5,Rain,2,1,10,26.9
1628,2025-02-12 23:29:00,5.59,6,Storm,1,4,7,37.7
1629,2025-03-14 20:20:00,1.42,4,Clear,1,0,24,30.9
1630,2025-03-01 02:46:00,4.78,5,Storm,5,1,23,51.0
1631,2025-03-28 03:28:00,7.68,7,Clear,2,1,17,47.5
1632,2025-01-07 21:04:00,3.8,9,Clear,1,4,21,47.8
1633,2025-01-16 23:48:00,6.82,6,Rain,2,0,18,53.0
1634,2025-02-26 17:39:00,8.06,6,Clear,1,0,26,52.0
1635,2025-03-18 16:03:00,9.31,8,Storm,4,3,15,60.9
1636,2025-02-12 02:06:00,2.73,4,Fog,1,1,20,41.4
1637,2025-01-12 18:25:00,4.29,3,Clear,1,2,15,32.9
1638,2025-01-27 00:17:00,1.95,7,Clear,4,1,22,37.9
1639,2025-02-16 10:28:00,9.93,5,Fog,0,2,6,41.4
1640,2025-01-29 23:23:00,9.31,2,Storm,2,2,27,66.0
1641,2025-03-28 13:01:00,5.63,2,Clear,3,4,25,57.9
1642,2025-03-12 13:37:00,8.5,6,Clear,4,1,12,43.3
1643,2025-01-28 19:44:00,5.45,8,Rain,0,4,18,47.0
1644,2025-03-16 20:18:00,6.42,1,Rain,1,3,6,33.0
1645,2025-03-12 04:46:00,1.35,6,Clear,5,2,17,38.6
1646,2025-03-13 20:30:00,7.68,2,Clear,0,0,14,40.8
1647,2025-01-11 03:18:00,1.71,2,Fog,4,2,12,32.7
1648,2025-02-26 09:28:00,8.35,7,Rain,5,3,11,56.1
1649,2025-02-21 07:22:00,7.93,1,Cloudy,1,2,17,47.5
1650,2025-02-02 23:28:00,7.23,6,Storm,0,4,28,66.8
1651,2025-01-06 11:26:00,0.84,7,Cloudy,3,1,23,30.5
1652,2025-01-08 18:37:00,3.38,8,Clear,2,0,28,43.3
1653,2025-01-11 12:40:00,3.0,7,Storm,2,4,19,47.2
1654,2025-03-23 13:50:00,3.92,6,Clear,4,1,26,49.4
1655,2025-03-14 21:41:00,1.33,9,Rain,1,0,6,9.7
1656,2025-01-28 09:11:00,9.4,3,Clear,1,3,26,59.9
1657,2025-01-20 04:48:00,5.76,6,Clear,2,2,9,30.2
1658,2025-01-06 13:07:00,3.4,4,Fog,0,0,23,38.6
1659,2025-02-15 06:53:00,4.27,2,Fog,1,3,5,24.3
1660,2025-03-30 23:49:00,4.75,1,Clear,3,1,11,25.6
1661,2025-02-16 16:39:00,6.21,1,Rain,3,0,22,56.6
1662,2025-02-20 09:25:00,5.4,3,Clear,1,3,5,30.6
1663,2025-01-21 19:42:00,9.23,4,Clear,1,1,5,36.6
1664,2025-03-18 03:24:00,5.22,2,Fog,2,4,11,43.8
1665,2025-02-23 04:05:00,9.93,1,Clear,4,2,21,61.2
1666,2025-01-09 07:14:00,8.59,4,Cloudy,2,3,29,66.8
1667,2025-02-05 15:56:00,2.48,7,Clear,4,4,10,29.5
1668,2025-01-08 22:31:00,9.34,6,Rain,3,1,24,64.1
1669,2025-02-27 04:12:00,1.61,6,Rain,4,0,16,32.5
1670,2025-02-16 11:26:00,8.27,9,Clear,2,2,24,52.7
1671,2025-03-13 17:45:00,4.12,2,Clear,1,1,19,38.7
1672,2025-01-10 05:11:00,8.84,4,Fog,4,3,17,59.2
1673,2025-01-12 01:24:00,8.75,5,Storm,2,2,16,57.3
1674,2025-02-13 17:34:00,8.16,1,Clear,3,4,25,62.3
1675,2025-03-01 07:31:00,8.01,8,Rain,5,2,6,51.4
1676,2025-02-18 06:29:00,3.39,8,Clear,4,4,25,46.0
1677,2025-01-06 14:36:00,1.27,6,Clear,3,1,22,29.1
1678,2025-03-15 15:41:00,4.33,5,Clear,3,0,8,22.8
1679,2025-03-23 20:23:00,2.15,8,Clear,0,2,14,24.8
1680,2025-02-21 18:02:00,7.1,3,Fog,5,0,15,53.4
1681,2025-02-17 02:47:00,3.79,3,Storm,4,0,25,52.1
1682,2025-03-28 03:06:00,9.77,2,Cloudy,2,2,10,39.4
1683,2025-01-11 23:21:00,6.59,5,Rain,4,2,10,45.5
1684,2025-03-13 03:20:00,8.31,3,Cloudy,4,0,13,34.3
1685,2025-03-30 21:45:00,1.76,3,Rain,5,3,24,50.2
1686,2025-03-21 18:59:00,8.69,6,Rain,3,3,17,61.9
1687,2025-02-21 10:43:00,9.27,8,Cloudy,3,2,9,45.2
1688,2025-03-05 05:50:00,5.13,2,Rain,3,0,10,35.1
1689,2025-03-10 14:06:00,6.26,4,Clear,3,0,8,31.5
1690,2025-02-18 23:06:00,7.77,7,Storm,5,1,10,45.5
1691,2025-01-15 04:07:00,2.16,1,Cloudy,2,0,22,32.8
1692,2025-03-10 15:22:00,5.27,1,Storm,1,3,17,44.6
1693,2025-02-05 07:34:00,4.29,7,Rain,0,1,27,49.7
1694,2025-01-29 23:30:00,1.89,7,Rain,3,3,7,27.8
1695,2025-03-02 00:49:00,3.99,1,Cloudy,3,4,14,35.9
